country,country_code,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures,gdp,inflation,unemployment
"Hong Kong SAR, China",HKG,2003,9004000000,15537000,3.699667059,60936000,5.005522959,1.61386E+11,-2.673796791,7.86
Honduras,HND,2003,372000000,887000,13.51362594,,6.963273421,8230391347,7.674166394,5.3
Heavily indebted poor countries (HIPC),HPC,2003,4600175431,9192544.326,12.46540782,,6.670566845,2.15719E+11,5.302387732,
Croatia,HRV,2003,6513000000,42857000,52.13203019,,4.393185699,35245317002,1.767337808,13.924
Haiti,HTI,2003,96000000,518000,20.43248766,,14.25556991,5071947798,28.69957779,
Hungary,HUN,2003,4119000000,31412000,8.362291218,14283000,5.137302974,85285062818,4.661016949,5.79
IBRD only,IBD,2003,,453203858.6,7.307097426,319711392.9,5.563881601,6.78701E+12,4.095003767,6.47707439
IDA & IBRD total,IBT,2003,,496859855.2,7.327245768,411858892.5,5.66014549,7.41004E+12,4.527338242,
IDA total,IDA,2003,9519435234,27591739.11,7.652214642,,6.975197156,6.23834E+11,5.302976974,
IDA blend,IDB,2003,3058316095,,4.685368201,,8.057300156,2.81704E+11,2.616108724,
Indonesia,IDN,2003,4461000000,4467000,6.427756948,3478000,7.773951581,2.34772E+11,6.757317194,6.658
IDA only,IDX,2003,6606471436,15535677.34,11.03824966,,6.216323051,3.42662E+11,5.687858527,
Isle of Man,IMN,2003,,,,,,2252620408,,0.8
India,IND,2003,4560000000,2726000,5.377673633,5351000,4.717127173,6.07701E+11,3.805858995,
Not classified,INX,2003,,,,,,,,
Ireland,IRL,2003,5206000000,6764000,,4929000,,1.64671E+11,3.492219091,4.478
"Iran, Islamic Rep.",IRN,2003,1266000000,1546000,,,,1.51911E+11,16.46801162,
Iraq,IRQ,2003,,,,,,21921569479,33.6162106,
Iceland,ISL,2003,486000000,348000,13.04292416,,12.87651992,11429333038,2.055663298,3.997
Israel,ISR,2003,2473000000,,5.686299307,3299000,7.504913798,1.31315E+11,0.702756122,13.505
Italy,ITA,2003,32623000000,63026000,8.868110827,46357000,6.578496527,1.58293E+12,2.672555528,8.869
Jamaica,JAM,2003,1621000000,2483000,46.00761212,,5.473725098,9430234811,10.08695652,11.731
Jordan,JOR,2003,1266000000,4600000,26.21171592,1229000,7.219429677,10195627645,1.63,14.5
Japan,JPN,2003,11475000000,5212000,2.199493164,13296000,8.126241828,4.51956E+12,-0.256541816,5.251
Kazakhstan,KAZ,2003,638000000,3237000,4.310105521,,5.884420178,30833692900,6.438218101,8.78
Kenya,KEN,2003,619000000,1146000,17.14744342,,,14904517650,9.81569063,
Kyrgyz Republic,KGZ,2003,62000000,342000,8.282987036,,3.9650756,1919008090,2.974612952,9.92
Cambodia,KHM,2003,441000000,701000,16.73765146,60000,1.934249667,5046693484,0.941746118,0.909
Kiribati,KIR,2003,,130100.0061,,,,96105634.75,,
St. Kitts and Nevis,KNA,2003,75000000,247000,30.48387032,,,469869869.9,2.235436644,
"Korea, Rep.",KOR,2003,7002000000,4753000,3.035475001,7086000,5.184661687,7.02715E+11,3.514874515,3.348
Kuwait,KWT,2003,328000000,2602000,1.315246154,1774000,22.73369958,47874582232,0.961350294,1.3
Latin America & Caribbean (excluding high income),LAC,2003,28533704752,122614563.3,7.27082016,143844760.8,5.258356349,1.79395E+12,5.603476754,8.880750661
Lao PDR,LAO,2003,77000000,636000,16.6352132,,1.019383926,2023324407,15.48935292,
Lebanon,LBN,2003,6782000000,1016000,60.20984767,,24.9676639,20082918740,,
Liberia,LBR,2003,,,,,,748000000,10.33028812,
Libya,LBY,2003,243000000,958000,1.824324324,,7.832215528,26265625000,-2.19115192,
St. Lucia,LCA,2003,282000000,683000,70.18317073,,,987407407.4,1.034253724,22.18
Latin America & Caribbean,LCN,2003,40457788122,148080474.9,7.555254927,148266969.7,5.448565065,2.09186E+12,3.733735662,9.393051489
Least developed countries: UN classification,LDC,2003,4297498414,9707907.432,8.076024103,,4.614854423,2.67725E+11,6.559297829,
Low income,LIC,2003,2411935209,5908363.545,12.06582589,,7.080405607,1.43795E+11,6.489432087,
Liechtenstein,LIE,2003,,49000,,,,3070803051,,2.11
Sri Lanka,LKA,2003,709000000,583000,10.8345342,561000,6.012610866,18881765437,6.314637871,8.22
Lower middle income,LMC,2003,34606779435,69066616.13,10.71854141,,6.473649708,1.43428E+12,4.45540429,
Low & middle income,LMY,2003,,394042563.3,7.354725907,354603785,5.217456036,6.48802E+12,5.140448251,
Lesotho,LSO,2003,,329000,,,17.89924174,1157825435,6.629163571,
Late-demographic dividend,LTE,2003,,267562909.2,6.863763763,136994938.5,5.894761051,4.26268E+12,3.234648173,5.724528441
Lithuania,LTU,2003,700000000,3635000,8.64596715,,5.181770478,18809197970,-1.13430855,12.875
Luxembourg,LUX,2003,3051000000,867000,7.903906258,1021000,7.920846507,29667268248,2.049840306,3.675
Latvia,LVA,2003,271000000,2524000,6.94143884,2286000,7.007818915,11244337720,2.942647529,12.061
"Macao SAR, China",MAC,2003,5225000000,11888000,68.23151304,,9.859741503,8246479566,-1.562452037,5.995
St. Martin (French part),MAF,2003,,,,,,,,
Morocco,MAR,2003,3802000000,5021000,30.825748,1612000,6.008991544,58029363354,1.167733675,11.92
Monaco,MCO,2003,,235000,,,,3597089751,,
Moldova,MDA,2003,79000000,21000,8.432423201,,7.355874726,1980907435,11.74607921,6.378
Madagascar,MDG,2003,119000000,,14.6642939,,4.903272007,6372498890,-1.704004796,5.01
Maldives,MDV,2003,,564000,,44000,11.22420909,1052121055,-1.260651135,
Middle East & North Africa,MEA,2003,33689198280,,10.47645542,,9.627348748,1.09193E+12,1.981967346,
Mexico,MEX,2003,10058000000,92330000,5.562208171,123015000,3.785007198,7.6555E+11,4.546900121,3.455
Marshall Islands,MHL,2003,4000000,7199.999809,,,,131128500,,
Middle income,MIC,2003,,384233687.5,7.305816064,330252807.4,5.193783303,6.34613E+12,4.721553366,
North Macedonia,MKD,2003,86000000,158000,6.617731205,,3.295036158,4946296599,0.855562123,36.69
Mali,MLI,2003,136000000,110000,11.77810151,,6.377755581,4714071980,-1.34672619,
Malta,MLT,2003,869000000,1512000,21.48988684,,5.767804528,5418313424,1.303837774,7.488
Myanmar,MMR,2003,70000000,597000,2.682614589,,1.810383881,10467109978,36.58971753,
Middle East & North Africa (excluding high income),MNA,2003,22110120832,30679598.57,24.44580316,,9.843516724,5.07827E+11,4.335993088,
Montenegro,MNE,2003,,142000,,,,1707710053,,
Mongolia,MNG,2003,154000000,205000,18.43824836,,13.2845206,1595297356,5.128994994,6.768
Northern Mariana Islands,MNP,2003,,459000,,,,1239000000,,4.57
Mozambique,MOZ,2003,106000000,726000,,,,6583526861,,
Mauritania,MRT,2003,,,,,,2051147607,5.151901508,
Mauritius,MUS,2003,960000000,721000,30.20619078,161000,7.594870663,5894873920,3.921053576,5.904
Malawi,MWI,2003,66000000,424000,10.65451637,,7.67407182,4669789300,9.576797869,
Malaysia,MYS,2003,6799000000,10577000,5.734173108,32201000,3.512947467,1.10202E+11,1.089676326,3.61
North America,NAC,2003,1.22911E+11,101468000,7.886843557,99923424.98,5.387026686,1.23562E+13,2.514329093,6.154844958
Namibia,NAM,2003,383000000,739000,22.84536696,,,4926439384,7.136153115,
New Caledonia,NCL,2003,,102000,,78000,,4915353827,,
Niger,NER,2003,27500000,55000,6.609517407,,5.714054619,3394084732,-1.614407692,
Nigeria,NGA,2003,58000000,2253000,0.211303064,,9.493979392,1.04739E+11,14.03178361,
Nicaragua,NIC,2003,,646000,,562000,6.609919635,5322228351,5.302387732,7.6
Netherlands,NLD,2003,14603000000,9181000,4.531138263,16425000,5.547076314,5.82436E+11,2.09199839,3.593
Norway,NOR,2003,2989000000,3269000,3.309017054,2588000,11.60751369,2.29385E+11,2.487825535,4.221
Nepal,NPL,2003,232000000,338000,21.57523594,258000,6.159026246,6330473097,5.707009319,
Nauru,NRU,2003,,,,,,24778159.58,,
New Zealand,NZL,2003,4232000000,2104000,17.00979571,1374000,7.096940353,88250885550,1.753574448,4.745
OECD members,OED,2003,4.16431E+11,829225858.8,6.461232602,657584572.5,6.732661531,3.20102E+13,2.184283582,7.27538776
Oman,OMN,2003,546000000,1210000,4.429985229,,9.285096414,24733680104,0.231328682,
Other small states,OSS,2003,,23525106.49,18.93866437,,9.032395014,75806502291,2.313985957,
Pakistan,PAK,2003,620000000,501000,4.196277496,,7.646285339,1.12372E+11,2.914134701,7.49
Panama,PAN,2003,804000000,897000,10.5622701,227000,3.52284572,13603456000,0.391666667,13.62
Peru,PER,2003,1023000000,,9.633885093,1433000,7.96589178,58731030122,2.259377534,4.151
Philippines,PHL,2003,1821000000,1907000,6.234593262,1803000,4.454108368,87039092974,2.289156627,3.527
Palau,PLW,2003,,63000,,,,154559900,0.922874094,
Papua New Guinea,PNG,2003,4900000.095,,0.200931162,,2.528333549,3536411824,14.70907797,
Poland,POL,2003,4733000000,52130000,6.557127222,38730000,4.231101039,2.18561E+11,0.682701376,19.899
Pre-demographic dividend,PRE,2003,3706870422,9756308.311,4.709379177,,6.837435127,3.37088E+11,5.227733861,
Puerto Rico,PRI,2003,2677000000,4402000,,1272000,,74827400000,,11.78
"Korea, Dem. People's Rep.",PRK,2003,,,,,,,,
Portugal,PRT,2003,7687000000,11707000,16.92476336,,5.330340339,1.65226E+11,3.218990907,6.132
Paraguay,PRY,2003,81000000,2859000,2.22018519,153000,4.343070056,7691367471,14.23679705,6.814
West Bank and Gaza,PSE,2003,66000000,37000,12.8131552,,12.39875217,3968000000,4.403032217,23.004
Pacific island small states,PSS,2003,722400520.7,,38.20007985,,6.665750759,4239895643,3.016241299,
Post-demographic dividend,PST,2003,4.076E+11,739424033.8,6.416478312,567029753.8,6.730330444,3.05954E+13,2.021685429,6.718606439
French Polynesia,PYF,2003,651000000,,59.29865618,,15.77835933,4927780607,,
Qatar,QAT,2003,,,,,,23533791209,2.264565044,
Romania,ROU,2003,523000000,5595000,2.625106661,6497000,2.345223452,57806384143,15.27348899,6.95
Russian Federation,RUS,2003,5879000000,22521000,3.986155922,20572000,13.32025811,4.30347E+11,13.66329302,8.21
Rwanda,RWA,2003,,,,,,2138237279,7.44970014,
South Asia,SAS,2003,,5212015.088,5.368428309,8739410.803,5.083871822,8.11669E+11,3.805858995,
Saudi Arabia,SAU,2003,3418000000,,3.454028744,,7.610760781,2.15808E+11,0.612194395,5.563
Sudan,SDN,2003,17000000,52000,0.65925969,,3.534943961,21355298460,6.489432087,
Senegal,SEN,2003,269000000,502000,14.74331596,,4.854609675,8768721563,-0.051997024,
Singapore,SGP,2003,3842000000,6127000,1.942188286,4221000,4.915489585,97646401096,0.5079053,5.93
Solomon Islands,SLB,2003,1600000.024,6599.999905,1.741298511,,4.106369131,417668983.4,8.269463493,
Sierra Leone,SLE,2003,60000000,,33.92634491,13000,9.345189851,2142618350,,3.879
El Salvador,SLV,2003,664000000,798000,24.39569281,940000,6.07990691,13243892200,2.120390917,6.9
San Marino,SMR,2003,,2882000,,,,1462590267,,
Somalia,SOM,2003,,,,,,2836724352,,
Serbia,SRB,2003,159000000,339000,,,,23593044418,9.876178897,15.2
Sub-Saharan Africa (excluding high income),SSA,2003,13599193302,22796021.36,9.878066583,,7.518655724,5.61842E+11,6.084424899,
South Sudan,SSD,2003,,,,,,,,
Sub-Saharan Africa,SSF,2003,13873282500,22926433.43,10.03517056,,7.526548397,5.62596E+11,5.679417711,
Small states,SST,2003,,38156636.51,24.10775027,,9.193277835,99300795436,2.195182371,
Sao Tome and Principe,STP,2003,7400000,10000,46.87489351,,3.81694334,102085769.1,9.792419749,16.36
Suriname,SUR,2003,18000000,100000,,,,1274190311,23.00223218,
Slovak Republic,SVK,2003,876000000,,4.661050384,,3.447585139,46616149117,8.554143054,17.55
Slovenia,SVN,2003,1427000000,1373000,9.123224264,,5.141962888,29360575032,5.544164218,6.479
Sweden,SWE,2003,6548000000,4268000,4.981803627,,8.301839592,3.34074E+11,1.925655349,5.555
Eswatini,SWZ,2003,70040000.92,1543000,3.804486765,,1.237473066,2197598466,7.29,
Sint Maarten (Dutch part),SXM,2003,,1600000,,,,,,
Seychelles,SYC,2003,258000000,127000,41.82736682,50000,9.063634808,750847230.1,3.302553864,
Syrian Arab Republic,SYR,2003,877000000,4837000,12.44854507,3997000,11.86166774,21828144686,5.796829449,10.28
Turks and Caicos Islands,TCA,2003,,,,,,409753600,,7.77
Chad,TCD,2003,,21000,,,,2742815072,-1.752569412,
East Asia & Pacific (IDA & IBRD countries),TEA,2003,,124198110.6,5.685688412,36379886.77,4.328570478,2.31153E+12,3.234648173,4.313390821
Europe & Central Asia (IDA & IBRD countries),TEC,2003,,170010345.4,7.142657607,111527590.9,7.555852785,1.26003E+12,4.721553366,9.524464655
Togo,TGO,2003,26000000,61000,3.746060117,,3.850511858,2987984051,-0.930000884,
Thailand,THA,2003,10456000000,10082000,11.13742677,2152000,4.158559571,1.52281E+11,1.804349946,1.54
Tajikistan,TJK,2003,6199999.809,,0.623288012,,,1555318261,16.3034912,3.85
Turkmenistan,TKM,2003,,,,34000,,5977440583,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2003,29524858029,127305056.4,7.028912674,146648261.2,5.359419753,1.96049E+12,4.546900121,9.527067465
Timor-Leste,TLS,2003,,,,,,490439100,7.165158914,
Middle East & North Africa (IDA & IBRD countries),TMN,2003,22038954488,30668307.01,24.52070477,,9.764243515,5.03859E+11,4.268953958,
Tonga,TON,2003,,51000,,,11.98473875,202246611.8,11.63862196,5.18
South Asia (IDA & IBRD),TSA,2003,,5049972.186,5.368428309,8610112.89,5.083871822,8.11669E+11,3.805858995,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2003,13873282500,22926433.43,10.03517056,,7.526548397,5.62596E+11,5.679417711,
Trinidad and Tobago,TTO,2003,437000000,474000,7.430835416,,3.345890171,11305459802,3.811106244,10.48
Tunisia,TUN,2003,1935000000,5114000,17.76645674,2274000,2.999362022,27453902261,2.712592475,14.51
Turkiye,TUR,2003,,14030000,,5928000,,3.14596E+11,21.60243845,10.542
Tuvalu,TUV,2003,,1399.999976,,2599.999905,21.06830191,19456338.03,,
Tanzania,TZA,2003,654000000,576000,30.15757893,,14.102203,15211487709,5.303566215,
Uganda,UGA,2003,185000000,305000,22.18207631,189000,,6606884275,8.680476516,3.6
Ukraine,UKR,2003,1204000000,15161000,4.405737705,,3.6611602,52010355753,5.179677819,9.057
Upper middle income,UMC,2003,,308581283,6.470486553,228983477.6,4.846784788,4.91178E+12,5.128994994,6.057997661
Uruguay,URY,2003,419000000,1508000,13.72630335,495000,8.631853598,12045638352,19.37973017,16.661
United States,USA,2003,94814000000,62082000,9.221537085,75880000,5.359901498,1.14565E+13,2.270094973,5.989
Uzbekistan,UZB,2003,48000000,231000,,400000,,10134453435,,0.3
St. Vincent and the Grenadines,VCT,2003,,242000,,,,509090888.9,0.205981709,
"Venezuela, RB",VEN,2003,378000000,435000,1.344812865,832000,9.367631297,83620628582,,16.78
British Virgin Islands,VGB,2003,342000000,278000,,,,,,
Virgin Islands (U.S.),VIR,2003,1257000000,2395000,,,,3443000000,,
Viet Nam,VNM,2003,1400000000,2429000,5.977541523,,,39552513232,3.234648173,2.25
Vanuatu,VUT,2003,83000000,102000,60.36400311,12000,9.183258998,314471413,3.016241299,
World,WLD,2003,6.46314E+11,1300066793,6.459075718,1130457014,6.529332249,3.91818E+13,3.025045263,6.438407912
Samoa,WSM,2003,,,,51000,,333426188.4,0.115830116,
Kosovo,XKX,2003,,,,,,,-1.084812623,49.7
"Yemen, Rep.",YEM,2003,,,,,,11777532662,10.8323607,
South Africa,ZAF,2003,6674000000,6640000,14.09239017,,8.43870624,1.97019E+11,5.679417711,27.116
Zambia,ZMB,2003,,413000,,,6.403367615,4901869764,21.40157839,
Zimbabwe,ZWE,2003,61000000,2256000,,386000,,5727591800,,
Aruba,ABW,2004,1057000000,1304000,22.54741197,,5.856827534,2254830726,2.529129469,
Africa Eastern and Southern,AFE,2004,14437267235,18745951.16,12.77602907,,6.436580009,4.42696E+11,5.023420686,
Afghanistan,AFG,2004,,,,,,5224896719,,
Africa Western and Central,AFW,2004,2158285284,5839376.585,2.983922234,,,2.56908E+11,0.694336306,
Angola,AGO,2004,82000000,194000,0.594298944,,0.808687735,23552057679,43.54210675,23.643
Albania,ALB,2004,756000000,645000,60.48882102,1694000,23.12680884,7184685782,2.280019169,14.4
Andorra,AND,2004,,11668000,,,,2900245324,,
Arab World,ARB,2004,34671162031,80985285.3,,,9.632042891,9.87316E+11,3.63228005,
United Arab Emirates,ARE,2004,1593000000,,,,,1.47824E+11,,
Argentina,ARG,2004,2660000000,3457000,6.690603601,4436000,11.5297639,1.64658E+11,,13.522
Armenia,ARM,2004,189000000,263000,16.91469342,221000,11.29040846,3576615240,6.961261359,
American Samoa,ASM,2004,,,,,,509000000,,
Antigua and Barbuda,ATG,2004,,769000,,,,1026181481,2.030077579,
Australia,AUS,2004,18032000000,5215000,15.69339716,4369000,10.96423446,6.1466E+11,2.343255225,5.399
Austria,AUT,2004,17251000000,19374000,,8371000,,2.9921E+11,2.06120618,5.969
Azerbaijan,AZE,2004,79000000,1279000,1.915955055,1473000,2.257926855,8680405741,6.708930428,7.99
Burundi,BDI,2004,1799999.952,133000,2.801189034,,12.49702998,915257323.4,8.176429375,
Belgium,BEL,2004,10089000000,6710000,3.85826613,8783000,6.202216709,3.69215E+11,2.097283112,7.363
Benin,BEN,2004,120900001.5,845000,15.38957299,,5.21572097,6190270380,0.873890831,
Burkina Faso,BFA,2004,52000000,222000,,,,5451688538,-0.400228702,
Bangladesh,BGD,2004,76000000,271000,0.833568741,1565000,3.407258797,65108544250,7.587536385,
Bulgaria,BGR,2004,2796000000,6982000,20.05546654,3882000,11.49167111,26157743369,6.147130742,12.037
Bahrain,BHR,2004,1504000000,5667000,14.55005814,,6.462327587,13150159574,2.352941176,
"Bahamas, The",BHS,2004,1897000000,5004000,69.70318276,,14.94525385,9055290000,0.981914037,10.2
Bosnia and Herzegovina,BIH,2004,507000000,190000,17.18517838,,2.28536642,10156541538,,
Belarus,BLR,2004,362000000,1816000,2.417055599,6924000,3.035675256,23141566293,18.10824249,1.9
Belize,BLZ,2004,,1329000,,,7.677918032,1400850000,6.394430997,
Bermuda,BMU,2004,,478000,,156000,,4484703000,,
Bolivia,BOL,2004,283000000,480000,11.04599229,346000,9.953006583,8773451752,4.437380801,4.17
Brazil,BRA,2004,3389000000,4794000,3.148271143,2968000,4.585851213,6.69289E+11,6.5971851,10.072
Barbados,BRB,2004,843000000,1273000,57.49722521,,9.299942273,3444500000,1.394422311,
Brunei Darussalam,BRN,2004,181000000,,3.224615105,,15.82904269,8619178799,0.814223995,
Bhutan,BTN,2004,13000000,9199.999809,,,,735348490.4,4.105936983,2.49
Botswana,BWA,2004,582000000,1727000,13.10826158,,7.749753474,8957467707,6.945703637,
Central African Republic,CAF,2004,7800000.191,8199.999809,,7000,,1272360517,-2.066406011,
Canada,CAN,2004,15135000000,38845000,3.964882814,,5.719255206,1.02669E+12,1.857258719,7.185
Central Europe and the Baltics,CEB,2004,30634010118,200553517.6,8.56557571,91533983.55,4.400765253,7.63596E+11,3.592975942,12.83061446
Switzerland,CHE,2004,11217000000,,5.410101105,,5.89268335,4.03913E+11,0.802908731,4.316
Channel Islands,CHI,2004,,,,,,8553643354,,
Chile,CHL,2004,1571000000,,4.03983293,1727000,4.250956613,99075985773,1.054738714,10.162
China,CHN,2004,27755000000,109038000,4.589312251,28853000,3.858379199,1.95535E+12,3.824637431,4.2
Cote d'Ivoire,CIV,2004,91000000,,,,,23510575681,1.457988356,
Cameroon,CMR,2004,212000000,,5.544147875,,9.919931741,18826214136,0.23364738,
"Congo, Dem. Rep.",COD,2004,,36000,,,,10297483481,3.994384008,
"Congo, Rep.",COG,2004,23100000.38,,0.63524764,,8.849303364,4656974940,2.42976608,
Colombia,COL,2004,1535000000,840000,7.818785369,1405000,7.670763077,1.17092E+11,5.904020055,13.717
Comoros,COM,2004,21399999.62,23299.99924,37.51008362,,7.851269169,633706110.8,4.474992891,4.571
Cabo Verde,CPV,2004,153000000,157000,53.57154835,,14.72430443,924940011.8,-1.890821723,
Costa Rica,CRI,2004,1755000000,1771000,22.21174889,425000,6.642995051,18610594846,12.31481502,6.445
Caribbean small states,CSS,2004,6188372843,13943780.1,62.10399853,,,20288513844,2.314554622,
Cuba,CUB,2004,2114000000,2049000,,124000,,38203000000,,1.854
Curacao,CUW,2004,224000000,452000,,,,2237160503,1.379121381,
Cayman Islands,CYM,2004,523000000,1953000,,,,,,3.45
Cyprus,CYP,2004,2552000000,2478000,34.44694557,859000,11.52567083,17320551250,2.286217068,4.77
Czechia,CZE,2004,4931000000,23808000,7.171617661,6643000,3.930886898,1.20148E+11,2.760107817,8.298
Germany,DEU,2004,36417000000,20137000,3.753321016,84859000,9.693595516,2.85232E+12,1.665736967,10.727
Djibouti,DJI,2004,6800000,26299.99924,2.712079892,,4.134763606,666072101.8,3.122262047,
Dominica,DMA,2004,61000000,466000,32.49114604,,,367200000,2.394109821,
Denmark,DNK,2004,5652000000,22054000,5.075679684,4630000,7.358125847,2.51986E+11,1.154356931,5.204
Dominican Republic,DOM,2004,3152000000,3907000,45.54998866,368000,6.807196787,22322387382,51.46085983,6.303
Algeria,DZA,2004,,1234000,,1417000,,91913680985,3.961800303,17.65
East Asia & Pacific (excluding high income),EAP,2004,,152728066.4,6.014861091,42046888.86,4.133509793,2.68348E+12,4.426775258,4.336097036
Early-demographic dividend,EAR,2004,94029912835,208858479.3,7.819006661,231847307.9,5.47777448,4.20836E+12,4.435261084,
East Asia & Pacific,EAS,2004,,224750642.9,4.810059872,168503338.3,5.820498193,9.75973E+12,3.23751394,4.361361542
